Type_Event,Region,Year,Aggregator,Disaggregator,Substance,Source,Specific_Measure,PRUID,Time_Period,Unit,Value
Accidental apparent opioid toxicity deaths,Canada,2021,0 to 19 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,38.0
Accidental apparent opioid toxicity deaths,Canada,2021,0 to 19 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,65.0
Accidental apparent opioid toxicity deaths,Canada,2021,20 to 29 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,383.0
Accidental apparent opioid toxicity deaths,Canada,2021,20 to 29 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,839.0
Accidental apparent opioid toxicity deaths,Canada,2021,30 to 39 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,543.0
Accidental apparent opioid toxicity deaths,Canada,2021,30 to 39 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1446.0
Accidental apparent opioid toxicity deaths,Canada,2021,40 to 49 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,371.0
Accidental apparent opioid toxicity deaths,Canada,2021,40 to 49 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1172.0
Accidental apparent opioid toxicity deaths,Canada,2021,50 to 59 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,324.0
Accidental apparent opioid toxicity deaths,Canada,2021,50 to 59 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1071.0
Accidental apparent opioid toxicity deaths,Canada,2021,60 years or more,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,116.0
Accidental apparent opioid toxicity deaths,Canada,2021,60 years or more,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,507.0
Accidental apparent opioid toxicity deaths,Canada,2022,0 to 19 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,49.0
Accidental apparent opioid toxicity deaths,Canada,2022,0 to 19 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,65.0
Accidental apparent opioid toxicity deaths,Canada,2022,20 to 29 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,332.0
Accidental apparent opioid toxicity deaths,Canada,2022,20 to 29 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,737.0
Accidental apparent opioid toxicity deaths,Canada,2022,30 to 39 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,476.0
Accidental apparent opioid toxicity deaths,Canada,2022,30 to 39 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1405.0
Accidental apparent opioid toxicity deaths,Canada,2022,40 to 49 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,382.0
Accidental apparent opioid toxicity deaths,Canada,2022,40 to 49 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1283.0
Accidental apparent opioid toxicity deaths,Canada,2022,50 to 59 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,321.0
Accidental apparent opioid toxicity deaths,Canada,2022,50 to 59 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1093.0
Accidental apparent opioid toxicity deaths,Canada,2022,60 years or more,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,116.0
Accidental apparent opioid toxicity deaths,Canada,2022,60 years or more,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,519.0
Accidental apparent opioid toxicity deaths,Canada,2023,0 to 19 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,66.0
Accidental apparent opioid toxicity deaths,Canada,2023,0 to 19 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,64.0
Accidental apparent opioid toxicity deaths,Canada,2023,20 to 29 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,423.0
Accidental apparent opioid toxicity deaths,Canada,2023,20 to 29 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,737.0
Accidental apparent opioid toxicity deaths,Canada,2023,30 to 39 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,633.0
Accidental apparent opioid toxicity deaths,Canada,2023,30 to 39 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1555.0
Accidental apparent opioid toxicity deaths,Canada,2023,40 to 49 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,449.0
Accidental apparent opioid toxicity deaths,Canada,2023,40 to 49 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1377.0
Accidental apparent opioid toxicity deaths,Canada,2023,50 to 59 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,330.0
Accidental apparent opioid toxicity deaths,Canada,2023,50 to 59 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,1135.0
Accidental apparent opioid toxicity deaths,Canada,2023,60 years or more,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,143.0
Accidental apparent opioid toxicity deaths,Canada,2023,60 years or more,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,568.0
Accidental apparent opioid toxicity deaths,Canada,2024,0 to 19 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,18.0
Accidental apparent opioid toxicity deaths,Canada,2024,0 to 19 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,19.0
Accidental apparent opioid toxicity deaths,Canada,2024,20 to 29 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,145.0
Accidental apparent opioid toxicity deaths,Canada,2024,20 to 29 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,255.0
Accidental apparent opioid toxicity deaths,Canada,2024,30 to 39 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,218.0
Accidental apparent opioid toxicity deaths,Canada,2024,30 to 39 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,578.0
Accidental apparent opioid toxicity deaths,Canada,2024,40 to 49 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,170.0
Accidental apparent opioid toxicity deaths,Canada,2024,40 to 49 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,475.0
Accidental apparent opioid toxicity deaths,Canada,2024,50 to 59 years,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,120.0
Accidental apparent opioid toxicity deaths,Canada,2024,50 to 59 years,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,366.0
Accidental apparent opioid toxicity deaths,Canada,2024,60 years or more,Female,Opioids,Deaths,Age group by sex,1.0,By year,Number,66.0
Accidental apparent opioid toxicity deaths,Canada,2024,60 years or more,Male,Opioids,Deaths,Age group by sex,1.0,By year,Number,200.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,0 to 19 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,0 to 19 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,20 to 29 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,20 to 29 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,30 to 39 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,30 to 39 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,40 to 49 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,40 to 49 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,50 to 59 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,50 to 59 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,60 years or more,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2018,60 years or more,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,0 to 19 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,1.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,0 to 19 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,20 to 29 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,4.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,20 to 29 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,11.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,30 to 39 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,5.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,30 to 39 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,12.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,40 to 49 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,2.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,40 to 49 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,7.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,50 to 59 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,4.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,50 to 59 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,6.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,60 years or more,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,1.0
Accidental apparent opioid toxicity deaths,Manitoba,2019,60 years or more,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,1.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,0 to 19 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,2.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,0 to 19 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,20 to 29 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,20.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,20 to 29 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,26.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,30 to 39 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,24.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,30 to 39 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,55.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,40 to 49 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,21.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,40 to 49 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,39.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,50 to 59 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,9.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,50 to 59 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,17.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,60 years or more,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,5.0
Accidental apparent opioid toxicity deaths,Manitoba,2020,60 years or more,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,7.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,0 to 19 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,2.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,0 to 19 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,2.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,20 to 29 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,31.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,20 to 29 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,37.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,30 to 39 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,35.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,30 to 39 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,63.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,40 to 49 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,12.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,40 to 49 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,37.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,50 to 59 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,12.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,50 to 59 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,24.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,60 years or more,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,5.0
Accidental apparent opioid toxicity deaths,Manitoba,2021,60 years or more,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,9.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,0 to 19 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,6.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,0 to 19 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,3.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,20 to 29 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,24.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,20 to 29 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,31.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,30 to 39 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,20.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,30 to 39 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,57.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,40 to 49 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,16.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,40 to 49 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,41.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,50 to 59 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,11.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,50 to 59 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,30.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,60 years or more,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,1.0
Accidental apparent opioid toxicity deaths,Manitoba,2022,60 years or more,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,7.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,0 to 19 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,4.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,0 to 19 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,3.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,20 to 29 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,28.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,20 to 29 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,28.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,30 to 39 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,34.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,30 to 39 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,40.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,40 to 49 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,18.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,40 to 49 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,33.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,50 to 59 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,9.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,50 to 59 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,19.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,60 years or more,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,3.0
Accidental apparent opioid toxicity deaths,Manitoba,2023,60 years or more,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,10.0
Accidental apparent opioid toxicity deaths,Manitoba,2024,0 to 19 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2024,0 to 19 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,0.0
Accidental apparent opioid toxicity deaths,Manitoba,2024,20 to 29 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,8.0
Accidental apparent opioid toxicity deaths,Manitoba,2024,20 to 29 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,8.0
Accidental apparent opioid toxicity deaths,Manitoba,2024,30 to 39 years,Female,Opioids,Deaths,Age group by sex,46.0,By year,Number,5.0
Accidental apparent opioid toxicity deaths,Manitoba,2024,30 to 39 years,Male,Opioids,Deaths,Age group by sex,46.0,By year,Number,23.0
